Draw Number,Sales for,Draw Day,Time,Balls,Jackpot Size (m),Jackpot Size,Draw Sales (m),Draw Sales,Sales Above or Below Average,Jackpot Winners,Jackpot Won (with num),Total Winners,Total Winners (thousands),Number of Winners Above or Below Average
2234,Saturdays,Saturday,20-May-17,7  8  13  29  43  53  -  16,23.03673,23036730,26.453728,26453728,Above,0,No,161969,161.969,Above
2233,Wednesdays,Wednesday,17-May-17,3  19  20  24  30  38  -  41,20.114637,20114637,15.922002,15922002,Below,0,No,115965,115.965,Above
2232,Saturdays,Saturday,13-May-17,7  14  15  21  23  57  -  52,18.754003,18754003,25.033346,25033346,Above,0,No,182758,182.758,Above
2231,Wednesdays,Wednesday,10-May-17,7  12  17  35  37  58  -  25,16.042516,16042516,14.821926,14821926,Below,0,No,86295,86.295,Below
2230,Saturdays,Saturday,06-May-17,5  34  36  38  39  48  -  30,14.794798,14794798,24.352374,24352374,Above,0,No,115926,115.926,Above
2229,Wednesdays,Wednesday,03-May-17,13  22  24  34  41  57  -  40,11.684226,11684226,14.43715,14437150,Below,0,No,63743,63.743,Below
2228,Saturdays,Saturday,29-Apr-17,24  29  30  36  46  48  -  7,9.994885,9994885,23.929056,23929056,Above,0,No,121131,121.131,Above
2227,Wednesdays,Wednesday,26-Apr-17,12  15  30  43  47  59  -  41,6.947106,6947106,13.604306,13604306,Below,0,No,61329,61.329,Below
2226,Saturdays,Saturday,22-Apr-17,4  6  34  37  42  52  -  24,5.4301,5430100,22.938956,22938956,Above,0,No,105457,105.457,Above
2225,Wednesdays,Wednesday,19-Apr-17,4  27  47  54  55  59  -  45,1.951446,1951446,13.16211,13162110,Below,0,No,45662,45.662,Below
2224,Saturdays,Saturday,15-Apr-17,8  10  16  19  23  31  -  48,3.421655,3421655,23.078374,23078374,Above,1,Yes (1),226732,226.732,Above
2223,Wednesdays,Wednesday,12-Apr-17,3  16  34  42  49  52  -  50,15.107556,15107556,14.496302,14496302,Below,1,Yes (1),66706,66.706,Below
2222,Saturdays,Saturday,08-Apr-17,14  23  36  45  47  50  -  21,13.409218,13409218,23.985282,23985282,Above,0,No,107583,107.583,Above
2221,Wednesdays,Wednesday,05-Apr-17,10  16  18  32  42  45  -  30,10.353081,10353081,14.538058,14538058,Below,0,No,86051,86.051,Below
2220,Saturdays,Saturday,01-Apr-17,1  2  11  23  25  54  -  14,8.647634,8647634,23.94569,23945690,Above,0,No,166014,166.014,Above
2219,Wednesdays,Wednesday,29-Mar-17,5  6  16  32  42  51  -  39,5.597315,5597315,13.386668,13386668,Below,0,No,69225,69.225,Below
2218,Saturdays,Saturday,25-Mar-17,39  48  52  53  54  58  -  28,3.566205,3566205,23.516308,23516308,Above,0,No,72068,72.068,Below
2217,Wednesdays,Wednesday,22-Mar-17,6  11  12  19  27  31  -  42,0.663276,663276,13.42099,13420990,Below,3,Yes (3),149556,149.556,Above
2216,Saturdays,Saturday,18-Mar-17,3  8  19  26  37  41  -  43,19.132964,19132964,25.028796,25028796,Above,1,Yes (1),181600,181.6,Above
2215,Wednesdays,Wednesday,15-Mar-17,6  24  27  38  39  58  -  55,16.422135,16422135,14.936586,14936586,Below,0,No,71394,71.394,Below
2214,Saturdays,Saturday,11-Mar-17,6  15  23  29  55  57  -  46,15.207601,15207601,24.868568,24868568,Above,0,No,120550,120.55,Above
2213,Wednesdays,Wednesday,08-Mar-17,11  19  22  42  43  49  -  48,12.020527,12020527,14.508298,14508298,Below,0,No,93518,93.518,Below
2212,Saturdays,Saturday,04-Mar-17,24  38  39  40  49  56  -  21,10.369492,10369492,24.753416,24753416,Above,0,No,96272,96.272,Below
2211,Wednesdays,Wednesday,01-Mar-17,2  7  21  22  47  53  -  42,7.199492,7199492,14.224374,14224374,Below,0,No,90691,90.691,Below
2210,Saturdays,Saturday,25-Feb-17,18  24  34  38  41  49  -  26,5.590553,5590553,24.120002,24120002,Above,0,No,120598,120.598,Above
2209,Wednesdays,Wednesday,22-Feb-17,1  16  28  31  38  54  -  5,2.014488,2014488,13.283802,13283802,Below,0,No,65661,65.661,Below
2208,Saturdays,Saturday,18-Feb-17,11  13  21  37  49  59  -  4,15.3429,15342900,25.121764,25121764,Above,1,Yes (1),128400,128.4,Above
2207,Wednesdays,Wednesday,15-Feb-17,17  23  28  38  47  56  -  31,12.11823,12118230,14.784932,14784932,Below,0,No,76303,76.303,Below
2206,Saturdays,Saturday,11-Feb-17,15  18  23  42  43  52  -  28,10.376181,10376181,24.342474,24342474,Above,0,No,118921,118.921,Above
2205,Wednesdays,Wednesday,08-Feb-17,7  23  41  44  49  54  -  37,7.267133,7267133,14.228786,14228786,Below,0,No,72869,72.869,Below
2204,Saturdays,Saturday,04-Feb-17,6  9  27  30  40  50  -  22,5.61004,5610040,24.084044,24084044,Above,0,No,146236,146.236,Above
2203,Wednesdays,Wednesday,01-Feb-17,6  8  15  31  45  58  -  39,2.03929,2039290,13.45109,13451090,Below,0,No,73655,73.655,Below
2202,Saturdays,Saturday,28-Jan-17,5  21  23  34  43  45  -  20,4.369877,4369877,24.302116,24302116,Above,2,Yes (2),147687,147.687,Above
2201,Wednesdays,Wednesday,25-Jan-17,4  9  20  23  37  53  -  39,5.552469,5552469,13.56093,13560930,Below,0,No,77153,77.153,Below
2200,Saturdays,Saturday,21-Jan-17,4  13  37  40  52  58  -  51,3.495493,3495493,23.576398,23576398,Above,0,No,89301,89.301,Below
2199,Wednesdays,Wednesday,18-Jan-17,8  14  20  27  28  53  -  45,6.103436,6103436,14.70619,14706190,Below,2,Yes (2),92961,92.961,Below
2198,Saturdays,Saturday,14-Jan-17,14  19  21  36  53  54  -  33,10.526484,10526484,24.62208,24622080,Above,0,No,100946,100.946,Below
2197,Wednesdays,Wednesday,11-Jan-17,21  26  29  35  46  59  -  10,7.291956,7291956,14.178908,14178908,Below,0,No,57724,57.724,Below
2196,Saturdays,Saturday,07-Jan-17,8  16  33  36  45  51  -  38,5.689783,5689783,24.1803,24180300,Above,0,No,114559,114.559,Above
2195,Wednesdays,Wednesday,04-Jan-17,10  29  37  42  48  49  -  32,2.024754,2024754,13.656506,13656506,Below,0,No,71918,71.918,Below
2194,Saturdays,Saturday,31-Dec-16,10  17  35  41  51  54  -  25,26.293902,26293902,34.554072,34554072,Above,0,No,146415,146.415,Above
2193,Wednesdays,Wednesday,28-Dec-16,5  40  47  48  52  54  -  33,22.170849,22170849,15.858136,15858136,Below,0,No,55981,55.981,Below
2192,Saturdays,Saturday,24-Dec-16,16  19  29  46  54  58  -  12,20.765992,20765992,34.233772,34233772,Above,0,No,146442,146.442,Above
2191,Wednesdays,Wednesday,21-Dec-16,10  13  22  35  42  52  -  27,16.574503,16574503,15.4247,15424700,Below,0,No,77961,77.961,Below
2190,Saturdays,Saturday,17-Dec-16,2  11  18  32  40  54  -  8,15.2876,15287600,25.274272,25274272,Above,0,No,131840,131.84,Above
2189,Wednesdays,Wednesday,14-Dec-16,3  7  8  9  40  58  -  36,12.040376,12040376,14.816708,14816708,Below,0,No,102849,102.849,Above
2188,Saturdays,Saturday,10-Dec-16,11  26  31  32  33  46  -  20,10.343595,10343595,24.47115,24471150,Above,0,No,134499,134.499,Above
2187,Wednesdays,Wednesday,07-Dec-16,16  27  31  32  44  58  -  42,7.215444,7215444,14.455016,14455016,Below,0,No,70276,70.276,Below
2186,Saturdays,Saturday,03-Dec-16,3  8  9  19  21  54  -  31,5.572309,5572309,23.77965,23779650,Above,0,No,191949,191.949,Above
2185,Wednesdays,Wednesday,30-Nov-16,10  20  25  39  45  55  -  22,2.04659,2046590,13.495264,13495264,Below,0,No,63270,63.27,Below
2184,Saturdays,Saturday,26-Nov-16,1  2  28  40  48  49  -  17,10.394608,10394608,24.838762,24838762,Above,1,Yes (1),141789,141.789,Above
2183,Wednesdays,Wednesday,23-Nov-16,2  4  8  25  38  39  -  29,7.211954,7211954,14.490702,14490702,Below,0,No,106586,106.586,Above
2182,Saturdays,Saturday,19-Nov-16,5  7  8  16  28  37  -  40,5.563528,5563528,23.989648,23989648,Above,0,No,222778,222.778,Above
2181,Wednesdays,Wednesday,16-Nov-16,7  12  33  47  50  51  -  40,2.006766,2006766,13.535234,13535234,Below,0,No,58202,58.202,Below
2180,Saturdays,Saturday,12-Nov-16,3  11  16  31  44  55  -  8,5.672414,5672414,24.259924,24259924,Above,1,Yes (1),159269,159.269,Above
2179,Wednesdays,Wednesday,09-Nov-16,12  13  30  34  39  52  -  38,2.075555,2075555,13.682198,13682198,Below,0,No,57535,57.535,Below
2178,Saturdays,Saturday,05-Nov-16,8  12  16  26  45  49  -  27,1.807674,1807674,24.384794,24384794,Above,2,Yes (2),173756,173.756,Above
2177,Wednesdays,Wednesday,02-Nov-16,5  14  19  24  31  38  -  29,10.816275,10816275,15.11539,15115390,Below,1,Yes (1),117541,117.541,Above
2176,Saturdays,Saturday,29-Oct-16,7  8  16  24  29  58  -  42,9.075232,9075232,25.154284,25154284,Above,0,No,172781,172.781,Above
2175,Wednesdays,Wednesday,26-Oct-16,5  11  27  29  52  53  -  13,5.84584,5845840,14.518994,14518994,Below,0,No,78437,78.437,Below
2174,Saturdays,Saturday,22-Oct-16,9  19  26  27  45  50  -  23,3.64472,3644720,24.582902,24582902,Above,0,No,149681,149.681,Above
2173,Wednesdays,Wednesday,19-Oct-16,2  3  4  32  54  59  -  12,26.19638,26196380,20.029072,20029072,Above,1,Yes (1),86575,86.575,Below
2172,Saturdays,Saturday,15-Oct-16,14  16  25  42  46  51  -  53,24.226822,24226822,28.130718,28130718,Above,0,No,129025,129.025,Above
2171,Wednesdays,Wednesday,12-Oct-16,2  22  29  30  36  58  -  53,21.056054,21056054,17.364,17364000,Below,0,No,88761,88.761,Below
2170,Saturdays,Saturday,08-Oct-16,11  17  20  32  40  42  -  27,19.422626,19422626,27.581122,27581122,Above,0,No,166366,166.366,Above
2169,Wednesdays,Wednesday,05-Oct-16,11  16  25  37  43  44  -  39,16.333383,16333383,15.77469,15774690,Below,0,No,103908,103.908,Above
2168,Saturdays,Saturday,01-Oct-16,4  5  18  28  43  58  -  55,14.49459,14494590,26.22638,26226380,Above,0,No,153348,153.348,Above
2167,Wednesdays,Wednesday,28-Sep-16,19  29  37  41  51  53  -  55,11.106204,11106204,15.299198,15299198,Below,0,No,56454,56.454,Below
